project_id,project_title,pdf_pages,asset_index,asset_id,zip_path,format,width,height,bytes,recommended_usage,confidence,reason,preview_file
gtm_csr_gen_ai,CSR Gen-AI Project,[8],27,fb634db6bd1a2489fdd31a00e1cc6c6c51f7b6ea,images/fb634db6bd1a2489fdd31a00e1cc6c6c51f7b6ea,PNG,4096,2731,3303066,cover,high,"Safety cards, child/dog imagery, and family safety illustration match PDF page 8 CSR Gen-AI HSE card workflow.",recommended_assets/gtm_csr_gen_ai__cover__asset027__fb634db6bd.jpg
gtm_csr_gen_ai,CSR Gen-AI Project,[8],36,a60107df8eceff92a4eb02fde8b3c4003a55fc32,images/a60107df8eceff92a4eb02fde8b3c4003a55fc32,PNG,1024,1024,2011402,gallery,high,"Safety cards, child/dog imagery, and family safety illustration match PDF page 8 CSR Gen-AI HSE card workflow.",recommended_assets/gtm_csr_gen_ai__gallery__asset036__a60107df8e.jpg
gtm_csr_gen_ai,CSR Gen-AI Project,[8],55,e93724d14b3f4b094a71cbf2c3de4cb281646ce5,images/e93724d14b3f4b094a71cbf2c3de4cb281646ce5,PNG,1024,576,1082632,gallery,high,"Safety cards, child/dog imagery, and family safety illustration match PDF page 8 CSR Gen-AI HSE card workflow.",recommended_assets/gtm_csr_gen_ai__gallery__asset055__e93724d14b.jpg
gtm_csr_gen_ai,CSR Gen-AI Project,[8],73,4507018995b4544488f67509c2b825228566cf58,images/4507018995b4544488f67509c2b825228566cf58,PNG,512,512,606040,gallery,high,"Safety cards, child/dog imagery, and family safety illustration match PDF page 8 CSR Gen-AI HSE card workflow.",recommended_assets/gtm_csr_gen_ai__gallery__asset073__4507018995.jpg
gtm_csr_gen_ai,CSR Gen-AI Project,[8],77,3fab820d786ff4a98825dc0143fdd1d518cf8d4a,images/3fab820d786ff4a98825dc0143fdd1d518cf8d4a,PNG,1662,1250,464157,gallery,high,"Safety cards, child/dog imagery, and family safety illustration match PDF page 8 CSR Gen-AI HSE card workflow.",recommended_assets/gtm_csr_gen_ai__gallery__asset077__3fab820d78.jpg
gtm_csr_gen_ai,CSR Gen-AI Project,[8],90,020a5c27d71fc3ebada80655ba13c59be95c3ebc,images/020a5c27d71fc3ebada80655ba13c59be95c3ebc,PNG,512,288,346457,gallery,high,"Safety cards, child/dog imagery, and family safety illustration match PDF page 8 CSR Gen-AI HSE card workflow.",recommended_assets/gtm_csr_gen_ai__gallery__asset090__020a5c27d7.jpg
gtm_csr_gen_ai,CSR Gen-AI Project,[8],142,a8d655dbbe4cbf0de6a7eb447f9c7971fec535f7,images/a8d655dbbe4cbf0de6a7eb447f9c7971fec535f7,PNG,304,220,114393,gallery,high,"Safety cards, child/dog imagery, and family safety illustration match PDF page 8 CSR Gen-AI HSE card workflow.",recommended_assets/gtm_csr_gen_ai__gallery__asset142__a8d655dbbe.jpg
gtm_csr_gen_ai,CSR Gen-AI Project,[8],169,4fdee3baae1e02b076532f28c2742566f2dedc80,images/4fdee3baae1e02b076532f28c2742566f2dedc80,PNG,416,313,75130,gallery,high,"Safety cards, child/dog imagery, and family safety illustration match PDF page 8 CSR Gen-AI HSE card workflow.",recommended_assets/gtm_csr_gen_ai__gallery__asset169__4fdee3baae.jpg
gtm_csr_gen_ai,CSR Gen-AI Project,[8],171,654eec17d908120684e2cdb099cf03c9134c41d7,images/654eec17d908120684e2cdb099cf03c9134c41d7,PNG,512,342,68353,gallery,high,"Safety cards, child/dog imagery, and family safety illustration match PDF page 8 CSR Gen-AI HSE card workflow.",recommended_assets/gtm_csr_gen_ai__gallery__asset171__654eec17d9.jpg
gtm_vivo_partnership,vivo 5-Year Strategic Partnership,[9],38,da540127e9ab5fb0f72b81fdb38dd9e7cbbe08ed,images/da540127e9ab5fb0f72b81fdb38dd9e7cbbe08ed,PNG,1242,1186,1689610,cover,high,Layered smartphone campaign collage matches PDF page 9 vivo partnership visual.,recommended_assets/gtm_vivo_partnership__cover__asset038__da540127e9.jpg
gtm_vivo_partnership,vivo 5-Year Strategic Partnership,[9],117,996964cd75b6d0cb8a92af3d652e0088bece4148,images/996964cd75b6d0cb8a92af3d652e0088bece4148,PNG,311,297,151357,gallery,high,Layered smartphone campaign collage matches PDF page 9 vivo partnership visual.,recommended_assets/gtm_vivo_partnership__gallery__asset117__996964cd75.jpg
gtm_vivo_partnership,vivo 5-Year Strategic Partnership,[9],139,e1e79bb15dc8130bbc412eecdc2361760465948f,images/e1e79bb15dc8130bbc412eecdc2361760465948f,PNG,262,336,118135,gallery,high,Layered smartphone campaign collage matches PDF page 9 vivo partnership visual.,recommended_assets/gtm_vivo_partnership__gallery__asset139__e1e79bb15d.jpg
gtm_oppo_find_n5,OPPO Find N5 Foldable Flagship,[10],80,b8a321e94e87135cdca467ace3d0e9c1e2889ae4,images/b8a321e94e87135cdca467ace3d0e9c1e2889ae4,PNG,639,1740,442994,cover,high,Foldable phone side-view render matches PDF page 10 Find N5 thinness positioning.,recommended_assets/gtm_oppo_find_n5__cover__asset080__b8a321e94e.jpg
gtm_oppo_find_n5,OPPO Find N5 Foldable Flagship,[10],182,ffc138de547713d141a47203a81984377abd05b9,images/ffc138de547713d141a47203a81984377abd05b9,PNG,160,435,42189,gallery,high,Foldable phone side-view render matches PDF page 10 Find N5 thinness positioning.,recommended_assets/gtm_oppo_find_n5__gallery__asset182__ffc138de54.jpg
gtm_douyin_iqoo_5g,Douyin (TikTok) Viral Challenge - iQOO 5G Launch,[11],9,6cc69a7a25f50c660ef7bf1bb2ecb0fc7aa5f80e,images/6cc69a7a25f50c660ef7bf1bb2ecb0fc7aa5f80e,PNG,1559,2777,14214446,cover,high,Dark Douyin/iQOO challenge mobile screenshots match PDF page 11 viral challenge case.,recommended_assets/gtm_douyin_iqoo_5g__cover__asset009__6cc69a7a25.jpg
gtm_douyin_iqoo_5g,Douyin (TikTok) Viral Challenge - iQOO 5G Launch,[11],11,0a271cf1e732738028f0baa9f225bbf07851ba67,images/0a271cf1e732738028f0baa9f225bbf07851ba67,PNG,1559,2777,13577968,gallery,high,Dark Douyin/iQOO challenge mobile screenshots match PDF page 11 viral challenge case.,recommended_assets/gtm_douyin_iqoo_5g__gallery__asset011__0a271cf1e7.jpg
gtm_douyin_iqoo_5g,Douyin (TikTok) Viral Challenge - iQOO 5G Launch,[11],23,bcc56385f695beb190935b1c3091b2a680962679,images/bcc56385f695beb190935b1c3091b2a680962679,PNG,1290,2796,3894963,gallery,high,Dark Douyin/iQOO challenge mobile screenshots match PDF page 11 viral challenge case.,recommended_assets/gtm_douyin_iqoo_5g__gallery__asset023__bcc56385f6.jpg
gtm_douyin_iqoo_5g,Douyin (TikTok) Viral Challenge - iQOO 5G Launch,[11],120,26469de937b409abe1233020a18a919dbe3ec29b,images/26469de937b409abe1233020a18a919dbe3ec29b,PNG,195,348,148082,gallery,high,Dark Douyin/iQOO challenge mobile screenshots match PDF page 11 viral challenge case.,recommended_assets/gtm_douyin_iqoo_5g__gallery__asset120__26469de937.jpg
gtm_douyin_iqoo_5g,Douyin (TikTok) Viral Challenge - iQOO 5G Launch,[11],122,13073d269e97108e24404b01f59ac7b44210ea71,images/13073d269e97108e24404b01f59ac7b44210ea71,PNG,195,348,141680,gallery,high,Dark Douyin/iQOO challenge mobile screenshots match PDF page 11 viral challenge case.,recommended_assets/gtm_douyin_iqoo_5g__gallery__asset122__13073d269e.jpg
gtm_douyin_iqoo_5g,Douyin (TikTok) Viral Challenge - iQOO 5G Launch,[11],124,99ded674b8edb12cc1e2ab350fb712256d81993b,images/99ded674b8edb12cc1e2ab350fb712256d81993b,PNG,162,350,135083,gallery,high,Dark Douyin/iQOO challenge mobile screenshots match PDF page 11 viral challenge case.,recommended_assets/gtm_douyin_iqoo_5g__gallery__asset124__99ded674b8.jpg
gtm_volvo_owned_platform,Volvo China - Branded Employee Engagement Platform,[12],85,45729db99c226679d4bfd455ce9909b20ded43fb,images/45729db99c226679d4bfd455ce9909b20ded43fb,PNG,552,432,390202,cover,high,Automotive/social platform collage and analytics screenshots match PDF page 12 Volvo platform operations case.,recommended_assets/gtm_volvo_owned_platform__cover__asset085__45729db99c.jpg
gtm_volvo_owned_platform,Volvo China - Branded Employee Engagement Platform,[12],159,d8e821e4e331aba8edf3e6b76b7cd283023988bc,images/d8e821e4e331aba8edf3e6b76b7cd283023988bc,PNG,496,432,93751,gallery,high,Automotive/social platform collage and analytics screenshots match PDF page 12 Volvo platform operations case.,recommended_assets/gtm_volvo_owned_platform__gallery__asset159__d8e821e4e3.jpg
gtm_volvo_owned_platform,Volvo China - Branded Employee Engagement Platform,[12],148,2face8f8c1b745f2ffc7a2be7a544f5bd399e6de,images/2face8f8c1b745f2ffc7a2be7a544f5bd399e6de,PNG,162,350,106262,gallery,high,Automotive/social platform collage and analytics screenshots match PDF page 12 Volvo platform operations case.,recommended_assets/gtm_volvo_owned_platform__gallery__asset148__2face8f8c1.jpg
gtm_volvo_owned_platform,Volvo China - Branded Employee Engagement Platform,[12],165,6c2d3f75b3047a270edbdd2a2002ad668e382a51,images/6c2d3f75b3047a270edbdd2a2002ad668e382a51,PNG,336,240,82706,gallery,high,Automotive/social platform collage and analytics screenshots match PDF page 12 Volvo platform operations case.,recommended_assets/gtm_volvo_owned_platform__gallery__asset165__6c2d3f75b3.jpg
gtm_volvo_owned_platform,Volvo China - Branded Employee Engagement Platform,[12],17,48f2d4aaebc4dfd18bb07b7a0b287872e5eb1dfd,images/48f2d4aaebc4dfd18bb07b7a0b287872e5eb1dfd,PNG,1290,2796,6942933,secondary,medium,Automotive/social platform collage and analytics screenshots match PDF page 12 Volvo platform operations case.,recommended_assets/gtm_volvo_owned_platform__secondary__asset017__48f2d4aaeb.jpg
gtm_volvo_owned_platform,Volvo China - Branded Employee Engagement Platform,[12],25,c4cb6d60bf1aaafc8a817797d29b641e2dcb5ecc,images/c4cb6d60bf1aaafc8a817797d29b641e2dcb5ecc,PNG,1290,2796,3349644,secondary,medium,Automotive/social platform collage and analytics screenshots match PDF page 12 Volvo platform operations case.,recommended_assets/gtm_volvo_owned_platform__secondary__asset025__c4cb6d60bf.jpg
gtm_cityu_dual_seo,City University of HK - Dual-Engine SEO,[13],68,abbf70aeb73d768f0c2607a8b447b9eb71166ae0,images/abbf70aeb73d768f0c2607a8b447b9eb71166ae0,PNG,2524,1420,779370,cover,high,SEO planning tables and content publishing sheets match PDF page 13 dual-engine SEO case.,recommended_assets/gtm_cityu_dual_seo__cover__asset068__abbf70aeb7.jpg
gtm_cityu_dual_seo,City University of HK - Dual-Engine SEO,[13],78,fafd6636fc9ef951e0afb339cbab728997e6071a,images/fafd6636fc9ef951e0afb339cbab728997e6071a,PNG,2092,1170,460686,gallery,high,SEO planning tables and content publishing sheets match PDF page 13 dual-engine SEO case.,recommended_assets/gtm_cityu_dual_seo__gallery__asset078__fafd6636fc.jpg
gtm_cityu_dual_seo,City University of HK - Dual-Engine SEO,[13],121,5d06d32ae8af4d9b689de8fe6b174df6858ce04d,images/5d06d32ae8af4d9b689de8fe6b174df6858ce04d,PNG,1660,846,143433,gallery,high,SEO planning tables and content publishing sheets match PDF page 13 dual-engine SEO case.,recommended_assets/gtm_cityu_dual_seo__gallery__asset121__5d06d32ae8.jpg
gtm_cityu_dual_seo,City University of HK - Dual-Engine SEO,[13],186,0437af0661c22ea04e00285c7873e38a1d94acf4,images/0437af0661c22ea04e00285c7873e38a1d94acf4,PNG,316,178,36487,gallery,high,SEO planning tables and content publishing sheets match PDF page 13 dual-engine SEO case.,recommended_assets/gtm_cityu_dual_seo__gallery__asset186__0437af0661.jpg
gtm_hyundai_china,Hyundai China - Five-Platform Integrated Campaign,[14],17,48f2d4aaebc4dfd18bb07b7a0b287872e5eb1dfd,images/48f2d4aaebc4dfd18bb07b7a0b287872e5eb1dfd,PNG,1290,2796,6942933,cover,high,Car social content screenshots and auto content collage match PDF page 14 Hyundai campaign.,recommended_assets/gtm_hyundai_china__cover__asset017__48f2d4aaeb.jpg
gtm_hyundai_china,Hyundai China - Five-Platform Integrated Campaign,[14],25,c4cb6d60bf1aaafc8a817797d29b641e2dcb5ecc,images/c4cb6d60bf1aaafc8a817797d29b641e2dcb5ecc,PNG,1290,2796,3349644,gallery,high,Car social content screenshots and auto content collage match PDF page 14 Hyundai campaign.,recommended_assets/gtm_hyundai_china__gallery__asset025__c4cb6d60bf.jpg
gtm_hyundai_china,Hyundai China - Five-Platform Integrated Campaign,[14],85,45729db99c226679d4bfd455ce9909b20ded43fb,images/45729db99c226679d4bfd455ce9909b20ded43fb,PNG,552,432,390202,gallery,high,Car social content screenshots and auto content collage match PDF page 14 Hyundai campaign.,recommended_assets/gtm_hyundai_china__gallery__asset085__45729db99c.jpg
gtm_hyundai_china,Hyundai China - Five-Platform Integrated Campaign,[14],134,827401a037196626d4f009127e3182b2fddf0ae7,images/827401a037196626d4f009127e3182b2fddf0ae7,PNG,276,216,121880,gallery,high,Car social content screenshots and auto content collage match PDF page 14 Hyundai campaign.,recommended_assets/gtm_hyundai_china__gallery__asset134__827401a037.jpg
gtm_hyundai_china,Hyundai China - Five-Platform Integrated Campaign,[14],165,6c2d3f75b3047a270edbdd2a2002ad668e382a51,images/6c2d3f75b3047a270edbdd2a2002ad668e382a51,PNG,336,240,82706,gallery,high,Car social content screenshots and auto content collage match PDF page 14 Hyundai campaign.,recommended_assets/gtm_hyundai_china__gallery__asset165__6c2d3f75b3.jpg
product_john_lobb_wechat_store,John Lobb - 0-to-1 WeChat Flagship Store,"[16, 17, 18]",21,05459ac06b01463fc15a07085b5e805d96ff7309,images/05459ac06b01463fc15a07085b5e805d96ff7309,PNG,2752,1536,5874177,cover,high,"WeChat mini-program flow, product pages, and shoe detail images match PDF pages 16-18 John Lobb store.",recommended_assets/product_john_lobb_wechat_store__cover__asset021__05459ac06b.jpg
product_john_lobb_wechat_store,John Lobb - 0-to-1 WeChat Flagship Store,"[16, 17, 18]",96,be738f17f262afd4bbe0a0e217f21ef116578c6d,images/be738f17f262afd4bbe0a0e217f21ef116578c6d,JPEG,1080,810,246043,gallery,high,"WeChat mini-program flow, product pages, and shoe detail images match PDF pages 16-18 John Lobb store.",recommended_assets/product_john_lobb_wechat_store__gallery__asset096__be738f17f2.jpg
product_john_lobb_wechat_store,John Lobb - 0-to-1 WeChat Flagship Store,"[16, 17, 18]",158,9967ade378ca7ea596d9677f266f5d3d8c190f26,images/9967ade378ca7ea596d9677f266f5d3d8c190f26,JPEG,750,3164,93945,gallery,high,"WeChat mini-program flow, product pages, and shoe detail images match PDF pages 16-18 John Lobb store.",recommended_assets/product_john_lobb_wechat_store__gallery__asset158__9967ade378.jpg
product_john_lobb_wechat_store,John Lobb - 0-to-1 WeChat Flagship Store,"[16, 17, 18]",175,9f05909b11922aac5df4b607cf2f1bc25d7327a9,images/9f05909b11922aac5df4b607cf2f1bc25d7327a9,JPEG,750,1739,58465,gallery,high,"WeChat mini-program flow, product pages, and shoe detail images match PDF pages 16-18 John Lobb store.",recommended_assets/product_john_lobb_wechat_store__gallery__asset175__9f05909b11.jpg
product_john_lobb_wechat_store,John Lobb - 0-to-1 WeChat Flagship Store,"[16, 17, 18]",184,f7ffb2bb51213a0f47eb70fcb4d3df4e83ef2429,images/f7ffb2bb51213a0f47eb70fcb4d3df4e83ef2429,JPEG,750,1623,39063,gallery,high,"WeChat mini-program flow, product pages, and shoe detail images match PDF pages 16-18 John Lobb store.",recommended_assets/product_john_lobb_wechat_store__gallery__asset184__f7ffb2bb51.jpg
product_john_lobb_wechat_store,John Lobb - 0-to-1 WeChat Flagship Store,"[16, 17, 18]",187,c3dd6770a8bcdbe2ebd310426867ad0ae29015cb,images/c3dd6770a8bcdbe2ebd310426867ad0ae29015cb,JPEG,750,1623,35737,gallery,high,"WeChat mini-program flow, product pages, and shoe detail images match PDF pages 16-18 John Lobb store.",recommended_assets/product_john_lobb_wechat_store__gallery__asset187__c3dd6770a8.jpg
product_john_lobb_wechat_store,John Lobb - 0-to-1 WeChat Flagship Store,"[16, 17, 18]",188,6db472b37ef7f747b5e63746179558ae98cc4b9e,images/6db472b37ef7f747b5e63746179558ae98cc4b9e,PNG,480,116,35123,gallery,high,"WeChat mini-program flow, product pages, and shoe detail images match PDF pages 16-18 John Lobb store.",recommended_assets/product_john_lobb_wechat_store__gallery__asset188__6db472b37e.jpg
product_john_lobb_wechat_store,John Lobb - 0-to-1 WeChat Flagship Store,"[16, 17, 18]",191,06961293622115b1cf81aed483d75f52898b15f2,images/06961293622115b1cf81aed483d75f52898b15f2,JPEG,94,396,26332,gallery,high,"WeChat mini-program flow, product pages, and shoe detail images match PDF pages 16-18 John Lobb store.",recommended_assets/product_john_lobb_wechat_store__gallery__asset191__0696129362.jpg
